"Token","FreqLabour","FreqLibdem","c","d","GStat","Association"
"scope",1,7,33908,21466,8.21839794840754,"libdem"
"protecting",1,7,33908,21466,8.21839794840754,"libdem"
"release",1,7,33908,21466,8.21839794840754,"libdem"
"vehicle",1,7,33908,21466,8.21839794840754,"libdem"
"matters",1,7,33908,21466,8.21839794840754,"libdem"
"consequences",1,7,33908,21466,8.21839794840754,"libdem"
"sites",1,7,33908,21466,8.21839794840754,"libdem"
"during",3,10,33906,21463,7.84917466095478,"libdem"
"less",7,15,33902,21458,7.77335286383857,"libdem"
"stimulate",0,4,33909,21469,7.58012265236295,"libdem"
"committees",0,4,33909,21469,7.58012265236295,"libdem"
"methods",0,4,33909,21469,7.58012265236295,"libdem"
"involve",0,4,33909,21469,7.58012265236295,"libdem"
"adequately",0,4,33909,21469,7.58012265236295,"libdem"
"media",0,4,33909,21469,7.58012265236295,"libdem"
"physical",0,4,33909,21469,7.58012265236295,"libdem"
"medicines",0,4,33909,21469,7.58012265236295,"libdem"
"misuse",0,4,33909,21469,7.58012265236295,"libdem"
"1000",0,4,33909,21469,7.58012265236295,"libdem"
"privacy",0,4,33909,21469,7.58012265236295,"libdem"
"expensive",0,4,33909,21469,7.58012265236295,"libdem"
"widening",0,4,33909,21469,7.58012265236295,"libdem"
"eighteen",0,4,33909,21469,7.58012265236295,"libdem"
"effects",0,4,33909,21469,7.58012265236295,"libdem"
"democrat",0,4,33909,21469,7.58012265236295,"libdem"
"greenfield",0,4,33909,21469,7.58012265236295,"libdem"
"measure",0,4,33909,21469,7.58012265236295,"libdem"
"guaranteeing",0,4,33909,21469,7.58012265236295,"libdem"
"governing",0,4,33909,21469,7.58012265236295,"libdem"
"little",0,4,33909,21469,7.58012265236295,"libdem"
"equivalent",0,4,33909,21469,7.58012265236295,"libdem"
"sustainability",0,4,33909,21469,7.58012265236295,"libdem"
"dental",0,4,33909,21469,7.58012265236295,"libdem"
"polluting",0,4,33909,21469,7.58012265236295,"libdem"
"seas",0,4,33909,21469,7.58012265236295,"libdem"
"define",0,4,33909,21469,7.58012265236295,"libdem"
"postcode",0,4,33909,21469,7.58012265236295,"libdem"
"ict",0,4,33909,21469,7.58012265236295,"libdem"
"body",0,4,33909,21469,7.58012265236295,"libdem"
"free",21,29,33888,21444,7.53453285787614,"libdem"
"increasing",9,17,33900,21456,7.50583649305952,"libdem"
"plans",10,18,33899,21455,7.42549833625254,"libdem"
"voting",2,8,33907,21465,7.11487405110539,"libdem"
"sizes",2,8,33907,21465,7.11487405110539,"libdem"
"activities",2,8,33907,21465,7.11487405110539,"libdem"
"united",2,8,33907,21465,7.11487405110539,"libdem"
"wish",2,8,33907,21465,7.11487405110539,"libdem"
"creating",2,8,33907,21465,7.11487405110539,"libdem"
"pensions",5,12,33904,21461,7.04985166934389,"libdem"
"department",4,11,33905,21462,7.3732655200265,"libdem"
"throughout",4,11,33905,21462,7.3732655200265,"libdem"
"democracy",4,11,33905,21462,7.3732655200265,"libdem"
"competition",6,13,33903,21460,6.82433603662829,"libdem"
"effectively",6,13,33903,21460,6.82433603662829,"libdem"
"training",21,28,33888,21445,6.74295414210115,"libdem"
"improving",7,14,33902,21459,6.66588661166192,"libdem"
"scrap",1,6,33908,21467,6.60984083524104,"libdem"
"except",1,6,33908,21467,6.60984083524104,"libdem"
"encouraging",1,6,33908,21467,6.60984083524104,"libdem"
"beds",1,6,33908,21467,6.60984083524104,"libdem"
"professionals",1,6,33908,21467,6.60984083524104,"libdem"
"pass",1,6,33908,21467,6.60984083524104,"libdem"
"electronic",1,6,33908,21467,6.60984083524104,"libdem"
"guarantees",1,6,33908,21467,6.60984083524104,"libdem"
"communications",1,6,33908,21467,6.60984083524104,"libdem"
"constitution",1,6,33908,21467,6.60984083524104,"libdem"
"recognise",1,6,33908,21467,6.60984083524104,"libdem"
"instead",1,6,33908,21467,6.60984083524104,"libdem"
"maintenance",1,6,33908,21467,6.60984083524104,"libdem"
"elderly",1,6,33908,21467,6.60984083524104,"libdem"
"particularly",8,15,33901,21458,6.55558749558102,"libdem"
"often",3,9,33906,21464,6.50308872685393,"libdem"
"abolish",3,9,33906,21464,6.50308872685393,"libdem"
"vat",3,9,33906,21464,6.50308872685393,"libdem"
"their",109,98,33800,21375,6.29290994455192,"libdem"
"asylum",4,10,33905,21463,6.12380107646877,"libdem"
"conservative",4,10,33905,21463,6.12380107646877,"libdem"
"within",14,21,33895,21452,6.4227098344887,"libdem"
"incomes",5,11,33904,21462,5.87681061439576,"libdem"
"planning",5,11,33904,21462,5.87681061439576,"libdem"
"councils",5,11,33904,21462,5.87681061439576,"libdem"
"officers",5,11,33904,21462,5.87681061439576,"libdem"
"homes",5,11,33904,21462,5.87681061439576,"libdem"
"(",28,33,33881,21440,5.85739655160567,"libdem"
")",28,33,33881,21440,5.85739655160567,"libdem"
"enhance",2,7,33907,21466,5.69293876772829,"libdem"
"others",2,7,33907,21466,5.69293876772829,"libdem"
"congestion",2,7,33907,21466,5.69293876772829,"libdem"
"separate",2,7,33907,21466,5.69293876772829,"libdem"
"ownership",2,7,33907,21466,5.69293876772829,"libdem"
"underground",0,3,33909,21470,5.68500643526887,"libdem"
"salary",0,3,33909,21470,5.68500643526887,"libdem"
"published",0,3,33909,21470,5.68500643526887,"libdem"
"animals",0,3,33909,21470,5.68500643526887,"libdem"
"oppose",0,3,33909,21470,5.68500643526887,"libdem"
"reputation",0,3,33909,21470,5.68500643526887,"libdem"
"nsfs",0,3,33909,21470,5.68500643526887,"libdem"
"repair",0,3,33909,21470,5.68500643526887,"libdem"
"voters",0,3,33909,21470,5.68500643526887,"libdem"
"requirements",0,3,33909,21470,5.68500643526887,"libdem"
"breaches",0,3,33909,21470,5.68500643526887,"libdem"
"petrol",0,3,33909,21470,5.68500643526887,"libdem"
"endangered",0,3,33909,21470,5.68500643526887,"libdem"
"computer",0,3,33909,21470,5.68500643526887,"libdem"
"resist",0,3,33909,21470,5.68500643526887,"libdem"
"interference",0,3,33909,21470,5.68500643526887,"libdem"
"someone",0,3,33909,21470,5.68500643526887,"libdem"
"safeguards",0,3,33909,21470,5.68500643526887,"libdem"
"administered",0,3,33909,21470,5.68500643526887,"libdem"
"world-wide",0,3,33909,21470,5.68500643526887,"libdem"
"ministry",0,3,33909,21470,5.68500643526887,"libdem"
"grant",0,3,33909,21470,5.68500643526887,"libdem"
"investigation",0,3,33909,21470,5.68500643526887,"libdem"
"not-for-profit",0,3,33909,21470,5.68500643526887,"libdem"
"''",0,3,33909,21470,5.68500643526887,"libdem"
"honesty",0,3,33909,21470,5.68500643526887,"libdem"
"reports",0,3,33909,21470,5.68500643526887,"libdem"
"scrapping",0,3,33909,21470,5.68500643526887,"libdem"
"bonds",0,3,33909,21470,5.68500643526887,"libdem"
"preventive",0,3,33909,21470,5.68500643526887,"libdem"
"medicine",0,3,33909,21470,5.68500643526887,"libdem"
"low-paid",0,3,33909,21470,5.68500643526887,"libdem"
"charging",0,3,33909,21470,5.68500643526887,"libdem"
"allowed",0,3,33909,21470,5.68500643526887,"libdem"
"inspectorate",0,3,33909,21470,5.68500643526887,"libdem"
"flights",0,3,33909,21470,5.68500643526887,"libdem"
"ombudsman",0,3,33909,21470,5.68500643526887,"libdem"
"publish",0,3,33909,21470,5.68500643526887,"libdem"
"show",0,3,33909,21470,5.68500643526887,"libdem"
"concentrated",0,3,33909,21470,5.68500643526887,"libdem"
"referenda",0,3,33909,21470,5.68500643526887,"libdem"
"zero",0,3,33909,21470,5.68500643526887,"libdem"
"operators",0,3,33909,21470,5.68500643526887,"libdem"
"sold",0,3,33909,21470,5.68500643526887,"libdem"
"application",0,3,33909,21470,5.68500643526887,"libdem"
"federal",0,3,33909,21470,5.68500643526887,"libdem"
"slow",0,3,33909,21470,5.68500643526887,"libdem"
"imposed",0,3,33909,21470,5.68500643526887,"libdem"
"resettlement",0,3,33909,21470,5.68500643526887,"libdem"
"shortage",0,3,33909,21470,5.68500643526887,"libdem"
"parking",0,3,33909,21470,5.68500643526887,"libdem"
"wasting",0,3,33909,21470,5.68500643526887,"libdem"
"whom",0,3,33909,21470,5.68500643526887,"libdem"
"secretary",0,3,33909,21470,5.68500643526887,"libdem"
"residential",0,3,33909,21470,5.68500643526887,"libdem"
"exploit",0,3,33909,21470,5.68500643526887,"libdem"
"elsewhere",0,3,33909,21470,5.68500643526887,"libdem"
"speech",0,3,33909,21470,5.68500643526887,"libdem"
"ease",0,3,33909,21470,5.68500643526887,"libdem"
"site",0,3,33909,21470,5.68500643526887,"libdem"
"equitable",0,3,33909,21470,5.68500643526887,"libdem"
"friendly",0,3,33909,21470,5.68500643526887,"libdem"
"select",0,3,33909,21470,5.68500643526887,"libdem"
"chemicals",0,3,33909,21470,5.68500643526887,"libdem"
"registered",0,3,33909,21470,5.68500643526887,"libdem"
"cardiff",0,3,33909,21470,5.68500643526887,"libdem"
"outlets",0,3,33909,21470,5.68500643526887,"libdem"
"crude",0,3,33909,21470,5.68500643526887,"libdem"
"emission",0,3,33909,21470,5.68500643526887,"libdem"
"constitutional",0,3,33909,21470,5.68500643526887,"libdem"
"true",0,3,33909,21470,5.68500643526887,"libdem"
"renovation",0,3,33909,21470,5.68500643526887,"libdem"
"insulation",0,3,33909,21470,5.68500643526887,"libdem"
"undertaken",0,3,33909,21470,5.68500643526887,"libdem"
"implementation",0,3,33909,21470,5.68500643526887,"libdem"
"cgt",0,3,33909,21470,5.68500643526887,"libdem"
"species",0,3,33909,21470,5.68500643526887,"libdem"
"sufficiently",0,3,33909,21470,5.68500643526887,"libdem"
"``",0,3,33909,21470,5.68500643526887,"libdem"
"5-7",0,3,33909,21470,5.68500643526887,"libdem"
"co",0,3,33909,21470,5.68500643526887,"libdem"
"jury",0,3,33909,21470,5.68500643526887,"libdem"
"'",39,42,33870,21431,5.68112525905135,"libdem"
"times",9,15,33900,21458,5.50151620089029,"libdem"
"reducing",9,15,33900,21458,5.50151620089029,"libdem"
"make",48,49,33861,21424,5.49567624139533,"libdem"
"term",11,17,33898,21456,5.48858340576716,"libdem"
"pay",21,26,33888,21447,5.25363860223665,"libdem"
"facilities",3,8,33906,21465,5.21288148831158,"libdem"
"members",3,8,33906,21465,5.21288148831158,"libdem"
"promoting",3,8,33906,21465,5.21288148831158,"libdem"
"annual",3,8,33906,21465,5.21288148831158,"libdem"
"equipment",6,12,33903,21461,5.7132972699266,"libdem"
"institutions",6,12,33903,21461,5.7132972699266,"libdem"
"many",25,30,33884,21443,5.5909201117042,"libdem"
"much",12,18,33897,21455,5.5046651122698,"libdem"
"limit",1,5,33908,21468,5.04954059650775,"libdem"
"marine",1,5,33908,21468,5.04954059650775,"libdem"
"unnecessarily",1,5,33908,21468,5.04954059650775,"libdem"
"address",1,5,33908,21468,5.04954059650775,"libdem"
"member",1,5,33908,21468,5.04954059650775,"libdem"
"departments",1,5,33908,21468,5.04954059650775,"libdem"
"conservation",1,5,33908,21468,5.04954059650775,"libdem"
"books",1,5,33908,21468,5.04954059650775,"libdem"
"apply",1,5,33908,21468,5.04954059650775,"libdem"
"banks",1,5,33908,21468,5.04954059650775,"libdem"
"forms",1,5,33908,21468,5.04954059650775,"libdem"
"annually",1,5,33908,21468,5.04954059650775,"libdem"
"stations",1,5,33908,21468,5.04954059650775,"libdem"
"size",1,5,33908,21468,5.04954059650775,"libdem"
"genuinely",1,5,33908,21468,5.04954059650775,"libdem"
"revenue",1,5,33908,21468,5.04954059650775,"libdem"
"travel",1,5,33908,21468,5.04954059650775,"libdem"
"convention",1,5,33908,21468,5.04954059650775,"libdem"
"elections",1,5,33908,21468,5.04954059650775,"libdem"
"westminster",4,9,33905,21464,4.93174949980848,"libdem"
"wales",4,9,33905,21464,4.93174949980848,"libdem"
"regulations",4,9,33905,21464,4.93174949980848,"libdem"
"greater",16,21,33893,21452,4.87984801222341,"libdem"
"increase",31,34,33878,21439,4.87803435970866,"libdem"
"role",13,18,33896,21455,4.70100902273178,"libdem"
"those",35,37,33874,21436,4.70075907775051,"libdem"
"improve",29,32,33880,21441,4.67958490166547,"libdem"
"policy",29,32,33880,21441,4.67958490166547,"libdem"
"assembly",6,11,33903,21462,4.65800733899359,"libdem"
"interests",6,11,33903,21462,4.65800733899359,"libdem"
"environment",22,26,33887,21447,4.64884241720547,"libdem"
"any",11,16,33898,21457,4.61496997117688,"libdem"
"measures",7,12,33902,21461,4.60049134969032,"libdem"
"court",7,12,33902,21461,4.60049134969032,"libdem"
"promote",34,36,33875,21437,4.59856370800367,"libdem"
"areas",28,31,33881,21442,4.58083448983396,"libdem"
"building",8,13,33901,21460,4.57470360957786,"libdem"
"that",171,138,33738,21335,4.46621804224467,"libdem"
"an",94,82,33815,21391,4.45656248553805,"libdem"
":",85,75,33824,21398,4.34748383906036,"libdem"
"and",1150,800,32759,20673,4.29431325385275,"libdem"
"student",2,6,33907,21467,4.3350729176774,"libdem"
"freight",2,6,33907,21467,4.3350729176774,"libdem"
"requiring",2,6,33907,21467,4.3350729176774,"libdem"
"same",2,6,33907,21467,4.3350729176774,"libdem"
"seekers",2,6,33907,21467,4.3350729176774,"libdem"
"democratic",2,6,33907,21467,4.3350729176774,"libdem"
"farmers",2,6,33907,21467,4.3350729176774,"libdem"
"water",2,6,33907,21467,4.3350729176774,"libdem"
"buses",3,7,33906,21466,3.99131699811189,"libdem"
"decent",3,7,33906,21466,3.99131699811189,"libdem"
"strengthening",3,7,33906,21466,3.99131699811189,"libdem"
"scotland",3,7,33906,21466,3.99131699811189,"libdem"
"consumers",3,7,33906,21466,3.99131699811189,"libdem"
"assessment",3,7,33906,21466,3.99131699811189,"libdem"
"governance",3,7,33906,21466,3.99131699811189,"libdem"
"review",13,17,33896,21456,3.91679774198976,"libdem"
"duty",4,8,33905,21465,3.80843848764743,"libdem"
"taking",4,8,33905,21465,3.80843848764743,"libdem"
"fees",4,8,33905,21465,3.80843848764743,"libdem"
"disabled",4,8,33905,21465,3.80843848764743,"libdem"
"sport",11,15,33898,21458,3.79240410500926,"libdem"
"seek",11,15,33898,21458,3.79240410500926,"libdem"
"timid",0,2,33909,21471,3.78994725664686,"libdem"
"oil",0,2,33909,21471,3.78994725664686,"libdem"
"clearer",0,2,33909,21471,3.78994725664686,"libdem"
"weakened",0,2,33909,21471,3.78994725664686,"libdem"
"regenerate",0,2,33909,21471,3.78994725664686,"libdem"
"slave",0,2,33909,21471,3.78994725664686,"libdem"
"doors",0,2,33909,21471,3.78994725664686,"libdem"
"paperwork",0,2,33909,21471,3.78994725664686,"libdem"
"instance",0,2,33909,21471,3.78994725664686,"libdem"
"subsidiarity",0,2,33909,21471,3.78994725664686,"libdem"
"monopoly",0,2,33909,21471,3.78994725664686,"libdem"
"explore",0,2,33909,21471,3.78994725664686,"libdem"
"interception",0,2,33909,21471,3.78994725664686,"libdem"
"localised",0,2,33909,21471,3.78994725664686,"libdem"
"events",0,2,33909,21471,3.78994725664686,"libdem"
"eu-wide",0,2,33909,21471,3.78994725664686,"libdem"
"informed",0,2,33909,21471,3.78994725664686,"libdem"
"co-ordinating",0,2,33909,21471,3.78994725664686,"libdem"
"sole",0,2,33909,21471,3.78994725664686,"libdem"
"oversight",0,2,33909,21471,3.78994725664686,"libdem"
"margaret",0,2,33909,21471,3.78994725664686,"libdem"
"5000",0,2,33909,21471,3.78994725664686,"libdem"
"inadequate",0,2,33909,21471,3.78994725664686,"libdem"
"truly",0,2,33909,21471,3.78994725664686,"libdem"
"relationship",0,2,33909,21471,3.78994725664686,"libdem"
"deadline",0,2,33909,21471,3.78994725664686,"libdem"
"judgement",0,2,33909,21471,3.78994725664686,"libdem"
"aspects",0,2,33909,21471,3.78994725664686,"libdem"
"duties",0,2,33909,21471,3.78994725664686,"libdem"
"protest",0,2,33909,21471,3.78994725664686,"libdem"
"authoritarian",0,2,33909,21471,3.78994725664686,"libdem"
"administering",0,2,33909,21471,3.78994725664686,"libdem"
"trams",0,2,33909,21471,3.78994725664686,"libdem"
"suburban",0,2,33909,21471,3.78994725664686,"libdem"
"list",0,2,33909,21471,3.78994725664686,"libdem"
"regulate",0,2,33909,21471,3.78994725664686,"libdem"
"actions",0,2,33909,21471,3.78994725664686,"libdem"
"charter",0,2,33909,21471,3.78994725664686,"libdem"
"meanwhile",0,2,33909,21471,3.78994725664686,"libdem"
"directives",0,2,33909,21471,3.78994725664686,"libdem"
"oecd",0,2,33909,21471,3.78994725664686,"libdem"
"emerging",0,2,33909,21471,3.78994725664686,"libdem"
"successive",0,2,33909,21471,3.78994725664686,"libdem"
"greatest",0,2,33909,21471,3.78994725664686,"libdem"
"series",0,2,33909,21471,3.78994725664686,"libdem"
"specialised",0,2,33909,21471,3.78994725664686,"libdem"
"perspective",0,2,33909,21471,3.78994725664686,"libdem"
"pool",0,2,33909,21471,3.78994725664686,"libdem"
"erosion",0,2,33909,21471,3.78994725664686,"libdem"
"dependent",0,2,33909,21471,3.78994725664686,"libdem"
"10,250",0,2,33909,21471,3.78994725664686,"libdem"
"reporting",0,2,33909,21471,3.78994725664686,"libdem"
"rose",0,2,33909,21471,3.78994725664686,"libdem"
"attempted",0,2,33909,21471,3.78994725664686,"libdem"
"related",0,2,33909,21471,3.78994725664686,"libdem"
"kennedy",0,2,33909,21471,3.78994725664686,"libdem"
"allocate",0,2,33909,21471,3.78994725664686,"libdem"
"less-polluting",0,2,33909,21471,3.78994725664686,"libdem"
"receives",0,2,33909,21471,3.78994725664686,"libdem"
"resourced",0,2,33909,21471,3.78994725664686,"libdem"
"ved",0,2,33909,21471,3.78994725664686,"libdem"
"fossil",0,2,33909,21471,3.78994725664686,"libdem"
"objection",0,2,33909,21471,3.78994725664686,"libdem"
"restoring",0,2,33909,21471,3.78994725664686,"libdem"
"neither",0,2,33909,21471,3.78994725664686,"libdem"
"4,600",0,2,33909,21471,3.78994725664686,"libdem"
"off-peak",0,2,33909,21471,3.78994725664686,"libdem"
"breadth",0,2,33909,21471,3.78994725664686,"libdem"
"availability",0,2,33909,21471,3.78994725664686,"libdem"
"charitable",0,2,33909,21471,3.78994725664686,"libdem"
"customs",0,2,33909,21471,3.78994725664686,"libdem"
"session",0,2,33909,21471,3.78994725664686,"libdem"
"initiate",0,2,33909,21471,3.78994725664686,"libdem"
"wasted",0,2,33909,21471,3.78994725664686,"libdem"
"retired",0,2,33909,21471,3.78994725664686,"libdem"
"loopholes",0,2,33909,21471,3.78994725664686,"libdem"
"recruiting",0,2,33909,21471,3.78994725664686,"libdem"
"nobody",0,2,33909,21471,3.78994725664686,"libdem"
"gnvq",0,2,33909,21471,3.78994725664686,"libdem"
"liberalise",0,2,33909,21471,3.78994725664686,"libdem"
"meters",0,2,33909,21471,3.78994725664686,"libdem"
"branch",0,2,33909,21471,3.78994725664686,"libdem"
"instrument",0,2,33909,21471,3.78994725664686,"libdem"
"honest",0,2,33909,21471,3.78994725664686,"libdem"
"opponents",0,2,33909,21471,3.78994725664686,"libdem"
"backbone",0,2,33909,21471,3.78994725664686,"libdem"
"concentration",0,2,33909,21471,3.78994725664686,"libdem"
"represent",0,2,33909,21471,3.78994725664686,"libdem"
"individually",0,2,33909,21471,3.78994725664686,"libdem"
"quite",0,2,33909,21471,3.78994725664686,"libdem"
"undertake",0,2,33909,21471,3.78994725664686,"libdem"
"rent",0,2,33909,21471,3.78994725664686,"libdem"
"intrusion",0,2,33909,21471,3.78994725664686,"libdem"
"disclaimers",0,2,33909,21471,3.78994725664686,"libdem"
"surroundings",0,2,33909,21471,3.78994725664686,"libdem"
"conventions",0,2,33909,21471,3.78994725664686,"libdem"
"c",0,2,33909,21471,3.78994725664686,"libdem"
"coast",0,2,33909,21471,3.78994725664686,"libdem"
"served",0,2,33909,21471,3.78994725664686,"libdem"
"formula",0,2,33909,21471,3.78994725664686,"libdem"
"eligibility",0,2,33909,21471,3.78994725664686,"libdem"
"demonstrated",0,2,33909,21471,3.78994725664686,"libdem"
"alternatives",0,2,33909,21471,3.78994725664686,"libdem"
"guidelines",0,2,33909,21471,3.78994725664686,"libdem"
"peaceful",0,2,33909,21471,3.78994725664686,"libdem"
"nor",0,2,33909,21471,3.78994725664686,"libdem"
"gradually",0,2,33909,21471,3.78994725664686,"libdem"
"6000",0,2,33909,21471,3.78994725664686,"libdem"
"stv",0,2,33909,21471,3.78994725664686,"libdem"
"amongst",0,2,33909,21471,3.78994725664686,"libdem"
"regularly",0,2,33909,21471,3.78994725664686,"libdem"
"prior",0,2,33909,21471,3.78994725664686,"libdem"
"presence",0,2,33909,21471,3.78994725664686,"libdem"
"intellectual",0,2,33909,21471,3.78994725664686,"libdem"
"1p",0,2,33909,21471,3.78994725664686,"libdem"
