"Word","Little","Small","c","d","GStat","Association"
"contempt",4,0,36440,31244,4.95325926863268,"little"
"controversy",4,0,36440,31244,4.95325926863268,"little"
"cooler",4,0,36440,31244,4.95325926863268,"little"
"coronet",4,0,36440,31244,4.95325926863268,"little"
"courage",4,0,36440,31244,4.95325926863268,"little"
"crake",4,0,36440,31244,4.95325926863268,"little"
"darius",4,0,36440,31244,4.95325926863268,"little"
"delicacy",4,0,36440,31244,4.95325926863268,"little"
"detective",4,0,36440,31244,4.95325926863268,"little"
"deterrent",4,0,36440,31244,4.95325926863268,"little"
"dialogue",4,0,36440,31244,4.95325926863268,"little"
"direction",4,0,36440,31244,4.95325926863268,"little"
"dissent",4,0,36440,31244,4.95325926863268,"little"
"division",4,0,36440,31244,4.95325926863268,"little"
"documentary",4,0,36440,31244,4.95325926863268,"little"
"dragon",4,0,36440,31244,4.95325926863268,"little"
"electricity",4,0,36440,31244,4.95325926863268,"little"
"emperor",4,0,36440,31244,4.95325926863268,"little"
"excitement",4,0,36440,31244,4.95325926863268,"little"
"exploration",4,0,36440,31244,4.95325926863268,"little"
"expression",4,0,36440,31244,4.95325926863268,"little"
"faint",4,0,36440,31244,4.95325926863268,"little"
"fancy",4,0,36440,31244,4.95325926863268,"little"
"fatter",4,0,36440,31244,4.95325926863268,"little"
"fighting",4,0,36440,31244,4.95325926863268,"little"
"fondant",4,0,36440,31244,4.95325926863268,"little"
"foray",4,0,36440,31244,4.95325926863268,"little"
"geezer",4,0,36440,31244,4.95325926863268,"little"
"genius",4,0,36440,31244,4.95325926863268,"little"
"gid",4,0,36440,31244,4.95325926863268,"little"
"gilt",4,0,36440,31244,4.95325926863268,"little"
"good",4,0,36440,31244,4.95325926863268,"little"
"harbor",4,0,36440,31244,4.95325926863268,"little"
"hareton",4,0,36440,31244,4.95325926863268,"little"
"helper",4,0,36440,31244,4.95325926863268,"little"
"hen",4,0,36440,31244,4.95325926863268,"little"
"humility",4,0,36440,31244,4.95325926863268,"little"
"humour",4,0,36440,31244,4.95325926863268,"little"
"idiosyncrasy",4,0,36440,31244,4.95325926863268,"little"
"ingleborough",4,0,36440,31244,4.95325926863268,"little"
"injury",4,0,36440,31244,4.95325926863268,"little"
"interlude",4,0,36440,31244,4.95325926863268,"little"
"jacket",4,0,36440,31244,4.95325926863268,"little"
"jig",4,0,36440,31244,4.95325926863268,"little"
"left",4,0,36440,31244,4.95325926863268,"little"
"legislation",4,0,36440,31244,4.95325926863268,"little"
"manny",4,0,36440,31244,4.95325926863268,"little"
"mean",4,0,36440,31244,4.95325926863268,"little"
"moisture",4,0,36440,31244,4.95325926863268,"little"
"mum",4,0,36440,31244,4.95325926863268,"little"
"nap",4,0,36440,31244,4.95325926863268,"little"
"neck",4,0,36440,31244,4.95325926863268,"little"
"nook",4,0,36440,31244,4.95325926863268,"little"
"nutmeg",4,0,36440,31244,4.95325926863268,"little"
"outburst",4,0,36440,31244,4.95325926863268,"little"
"pal",4,0,36440,31244,4.95325926863268,"little"
"pantry",4,0,36440,31244,4.95325926863268,"little"
"paraffin",4,0,36440,31244,4.95325926863268,"little"
"peck",4,0,36440,31244,4.95325926863268,"little"
"pop",4,0,36440,31244,4.95325926863268,"little"
"priest",4,0,36440,31244,4.95325926863268,"little"
"pruning",4,0,36440,31244,4.95325926863268,"little"
"recourse",4,0,36440,31244,4.95325926863268,"little"
"redress",4,0,36440,31244,4.95325926863268,"little"
"rehearsal",4,0,36440,31244,4.95325926863268,"little"
"relaxation",4,0,36440,31244,4.95325926863268,"little"
"reliance",4,0,36440,31244,4.95325926863268,"little"
"republic",4,0,36440,31244,4.95325926863268,"little"
"rill",4,0,36440,31244,4.95325926863268,"little"
"rosebud",4,0,36440,31244,4.95325926863268,"little"
"runt",4,0,36440,31244,4.95325926863268,"little"
"self-confidence",4,0,36440,31244,4.95325926863268,"little"
"self-control",4,0,36440,31244,4.95325926863268,"little"
"sight",4,0,36440,31244,4.95325926863268,"little"
"similarity",4,0,36440,31244,4.95325926863268,"little"
"sob",4,0,36440,31244,4.95325926863268,"little"
"sock",4,0,36440,31244,4.95325926863268,"little"
"souvenir",4,0,36440,31244,4.95325926863268,"little"
"speed",4,0,36440,31244,4.95325926863268,"little"
"squeak",4,0,36440,31244,4.95325926863268,"little"
"sting",4,0,36440,31244,4.95325926863268,"little"
"supervision",4,0,36440,31244,4.95325926863268,"little"
"symbol",4,0,36440,31244,4.95325926863268,"little"
"tadpole",4,0,36440,31244,4.95325926863268,"little"
"tero",4,0,36440,31244,4.95325926863268,"little"
"thief",4,0,36440,31244,4.95325926863268,"little"
"thrill",4,0,36440,31244,4.95325926863268,"little"
"tradition",4,0,36440,31244,4.95325926863268,"little"
"treatment",4,0,36440,31244,4.95325926863268,"little"
"trio",4,0,36440,31244,4.95325926863268,"little"
"urine",4,0,36440,31244,4.95325926863268,"little"
"validity",4,0,36440,31244,4.95325926863268,"little"
"vandal",4,0,36440,31244,4.95325926863268,"little"
"vinegar",4,0,36440,31244,4.95325926863268,"little"
"vision",4,0,36440,31244,4.95325926863268,"little"
"visitor",4,0,36440,31244,4.95325926863268,"little"
"vixen",4,0,36440,31244,4.95325926863268,"little"
"washer",4,0,36440,31244,4.95325926863268,"little"
"widow",4,0,36440,31244,4.95325926863268,"little"
"witch",4,0,36440,31244,4.95325926863268,"little"
"knot",22,8,36422,31236,4.81823953641954,"little"
"shrug",25,10,36419,31234,4.54161728054254,"little"
"bear",16,5,36428,31239,4.49162765424478,"little"
"moment",16,5,36428,31239,4.49162765424478,"little"
"wind",16,5,36428,31239,4.49162765424478,"little"
"grunt",12,3,36432,31241,4.48650188083505,"little"
"puff",12,3,36432,31241,4.48650188083505,"little"
"security",12,3,36432,31241,4.48650188083505,"little"
"diagram",14,4,36430,31240,4.45203121723858,"little"
"ambition",7,1,36437,31243,4.18612065764685,"little"
"envelope",7,1,36437,31243,4.18612065764685,"little"
"excuse",7,1,36437,31243,4.18612065764685,"little"
"flag",7,1,36437,31243,4.18612065764685,"little"
"freedom",7,1,36437,31243,4.18612065764685,"little"
"ingenuity",7,1,36437,31243,4.18612065764685,"little"
"introduction",7,1,36437,31243,4.18612065764685,"little"
"investigation",7,1,36437,31243,4.18612065764685,"little"
"league",7,1,36437,31243,4.18612065764685,"little"
"music",7,1,36437,31243,4.18612065764685,"little"
"paw",7,1,36437,31243,4.18612065764685,"little"
"reminder",7,1,36437,31243,4.18612065764685,"little"
"routine",7,1,36437,31243,4.18612065764685,"little"
"trap",7,1,36437,31243,4.18612065764685,"little"
"breeze",10,2,36434,31242,4.6622433985014,"little"
"debate",10,2,36434,31242,4.6622433985014,"little"
"rain",10,2,36434,31242,4.6622433985014,"little"
"responsibility",10,2,36434,31242,4.6622433985014,"little"
"reward",15,5,36429,31239,3.81243687731663,"little"
"application",9,2,36435,31242,3.80620177986341,"little"
"dispute",9,2,36435,31242,3.80620177986341,"little"
"grass",9,2,36435,31242,3.80620177986341,"little"
"provision",9,2,36435,31242,3.80620177986341,"little"
"sketch",9,2,36435,31242,3.80620177986341,"little"
"sticker",9,2,36435,31242,3.80620177986341,"little"
"aberration",3,0,36441,31244,3.71490645066048,"little"
"ability",3,0,36441,31244,3.71490645066048,"little"
"airbrake",3,0,36441,31244,3.71490645066048,"little"
"amateur",3,0,36441,31244,3.71490645066048,"little"
"ambiguity",3,0,36441,31244,3.71490645066048,"little"
"amusement",3,0,36441,31244,3.71490645066048,"little"
"anabelle",3,0,36441,31244,3.71490645066048,"little"
"answer",3,0,36441,31244,3.71490645066048,"little"
"assurance",3,0,36441,31244,3.71490645066048,"little"
"atmosphere",3,0,36441,31244,3.71490645066048,"little"
"awe",3,0,36441,31244,3.71490645066048,"little"
"backwater",3,0,36441,31244,3.71490645066048,"little"
"battler",3,0,36441,31244,3.71490645066048,"little"
"belief",3,0,36441,31244,3.71490645066048,"little"
"birdie",3,0,36441,31244,3.71490645066048,"little"
"bispham",3,0,36441,31244,3.71490645066048,"little"
"bitter",3,0,36441,31244,3.71490645066048,"little"
"bleeder",3,0,36441,31244,3.71490645066048,"little"
"bob",3,0,36441,31244,3.71490645066048,"little"
"boyfriend",3,0,36441,31244,3.71490645066048,"little"
"brochure",3,0,36441,31244,3.71490645066048,"little"
"call",3,0,36441,31244,3.71490645066048,"little"
"cameo",3,0,36441,31244,3.71490645066048,"little"
"canadian",3,0,36441,31244,3.71490645066048,"little"
"caper",3,0,36441,31244,3.71490645066048,"little"
"carbohydrate",3,0,36441,31244,3.71490645066048,"little"
"castor",3,0,36441,31244,3.71490645066048,"little"
"cawthorpe",3,0,36441,31244,3.71490645066048,"little"
"certainty",3,0,36441,31244,3.71490645066048,"little"
"churchyard",3,0,36441,31244,3.71490645066048,"little"
"circlet",3,0,36441,31244,3.71490645066048,"little"
"cleaning",3,0,36441,31244,3.71490645066048,"little"
"clergyman",3,0,36441,31244,3.71490645066048,"little"
"closet",3,0,36441,31244,3.71490645066048,"little"
"cocoa",3,0,36441,31244,3.71490645066048,"little"
"concept",3,0,36441,31244,3.71490645066048,"little"
"coxwell",3,0,36441,31244,3.71490645066048,"little"
"culture",3,0,36441,31244,3.71490645066048,"little"
"curtain",3,0,36441,31244,3.71490645066048,"little"
"dada",3,0,36441,31244,3.71490645066048,"little"
"deceit",3,0,36441,31244,3.71490645066048,"little"
"dictator",3,0,36441,31244,3.71490645066048,"little"
"digger",3,0,36441,31244,3.71490645066048,"little"
"dolly",3,0,36441,31244,3.71490645066048,"little"
"duckling",3,0,36441,31244,3.71490645066048,"little"
"earth",3,0,36441,31244,3.71490645066048,"little"
"egret",3,0,36441,31244,3.71490645066048,"little"
"endian",3,0,36441,31244,3.71490645066048,"little"
"enjoyment",3,0,36441,31244,3.71490645066048,"little"
"entertainment",3,0,36441,31244,3.71490645066048,"little"
"envy",3,0,36441,31244,3.71490645066048,"little"
"essay",3,0,36441,31244,3.71490645066048,"little"
"esteem",3,0,36441,31244,3.71490645066048,"little"
"exaggeration",3,0,36441,31244,3.71490645066048,"little"
"examination",3,0,36441,31244,3.71490645066048,"little"
"expertise",3,0,36441,31244,3.71490645066048,"little"
"exploring",3,0,36441,31244,3.71490645066048,"little"
"fast",3,0,36441,31244,3.71490645066048,"little"
"fawn",3,0,36441,31244,3.71490645066048,"little"
"feedback",3,0,36441,31244,3.71490645066048,"little"
"fender",3,0,36441,31244,3.71490645066048,"little"
"fingernail",3,0,36441,31244,3.71490645066048,"little"
"fishbird",3,0,36441,31244,3.71490645066048,"little"
"flirtation",3,0,36441,31244,3.71490645066048,"little"
"foible",3,0,36441,31244,3.71490645066048,"little"
"folder",3,0,36441,31244,3.71490645066048,"little"
"forethought",3,0,36441,31244,3.71490645066048,"little"
"frisson",3,0,36441,31244,3.71490645066048,"little"
"froglet",3,0,36441,31244,3.71490645066048,"little"
"fuel",3,0,36441,31244,3.71490645066048,"little"
"full-back",3,0,36441,31244,3.71490645066048,"little"
"garret",3,0,36441,31244,3.71490645066048,"little"
"generalization",3,0,36441,31244,3.71490645066048,"little"
"giveaway",3,0,36441,31244,3.71490645066048,"little"
"glamour",3,0,36441,31244,3.71490645066048,"little"
"gnome",3,0,36441,31244,3.71490645066048,"little"
"grebe",3,0,36441,31244,3.71490645066048,"little"
"greenery",3,0,36441,31244,3.71490645066048,"little"
"handout",3,0,36441,31244,3.71490645066048,"little"
"heating",3,0,36441,31244,3.71490645066048,"little"
"heifer",3,0,36441,31244,3.71490645066048,"little"
"hero",3,0,36441,31244,3.71490645066048,"little"
"homework",3,0,36441,31244,3.71490645066048,"little"
"homily",3,0,36441,31244,3.71490645066048,"little"
"hoomey",3,0,36441,31244,3.71490645066048,"little"
"huddle",3,0,36441,31244,3.71490645066048,"little"
"hulton",3,0,36441,31244,3.71490645066048,"little"
"hunting",3,0,36441,31244,3.71490645066048,"little"
"husband",3,0,36441,31244,3.71490645066048,"little"
"insurance",3,0,36441,31244,3.71490645066048,"little"
"jealousy",3,0,36441,31244,3.71490645066048,"little"
"jeep",3,0,36441,31244,3.71490645066048,"little"
"jog",3,0,36441,31244,3.71490645066048,"little"
"kiddy",3,0,36441,31244,3.71490645066048,"little"
"kissing",3,0,36441,31244,3.71490645066048,"little"
"laughter",3,0,36441,31244,3.71490645066048,"little"
"leisure",3,0,36441,31244,3.71490645066048,"little"
"leverage",3,0,36441,31244,3.71490645066048,"little"
"lighthouse",3,0,36441,31244,3.71490645066048,"little"
"limb",3,0,36441,31244,3.71490645066048,"little"
"loose",3,0,36441,31244,3.71490645066048,"little"
"lough",3,0,36441,31244,3.71490645066048,"little"
"love-nest",3,0,36441,31244,3.71490645066048,"little"
"mac",3,0,36441,31244,3.71490645066048,"little"
"mask",3,0,36441,31244,3.71490645066048,"little"
"mathematics",3,0,36441,31244,3.71490645066048,"little"
"mead",3,0,36441,31244,3.71490645066048,"little"
"media",3,0,36441,31244,3.71490645066048,"little"
"medicine",3,0,36441,31244,3.71490645066048,"little"
"melancholy",3,0,36441,31244,3.71490645066048,"little"
"merit",3,0,36441,31244,3.71490645066048,"little"
"mike",3,0,36441,31244,3.71490645066048,"little"
"mineral",3,0,36441,31244,3.71490645066048,"little"
"mishap",3,0,36441,31244,3.71490645066048,"little"
"mistress",3,0,36441,31244,3.71490645066048,"little"
"misunderstanding",3,0,36441,31244,3.71490645066048,"little"
"mu",3,0,36441,31244,3.71490645066048,"little"
"mud",3,0,36441,31244,3.71490645066048,"little"
"nervousness",3,0,36441,31244,3.71490645066048,"little"
"newsham",3,0,36441,31244,3.71490645066048,"little"
"nutrient",3,0,36441,31244,3.71490645066048,"little"
"optimism",3,0,36441,31244,3.71490645066048,"little"
"organ",3,0,36441,31244,3.71490645066048,"little"
"originality",3,0,36441,31244,3.71490645066048,"little"
"other",3,0,36441,31244,3.71490645066048,"little"
"oxygen",3,0,36441,31244,3.71490645066048,"little"
"pageant",3,0,36441,31244,3.71490645066048,"little"
"pang",3,0,36441,31244,3.71490645066048,"little"
"panic",3,0,36441,31244,3.71490645066048,"little"
"pantomime",3,0,36441,31244,3.71490645066048,"little"
"paradise",3,0,36441,31244,3.71490645066048,"little"
"participation",3,0,36441,31244,3.71490645066048,"little"
"pat",3,0,36441,31244,3.71490645066048,"little"
"perception",3,0,36441,31244,3.71490645066048,"little"
"perseverance",3,0,36441,31244,3.71490645066048,"little"
"pillock",3,0,36441,31244,3.71490645066048,"little"
"ploy",3,0,36441,31244,3.71490645066048,"little"
"plumber",3,0,36441,31244,3.71490645066048,"little"
"pollution",3,0,36441,31244,3.71490645066048,"little"
"potty",3,0,36441,31244,3.71490645066048,"little"
"powder",3,0,36441,31244,3.71490645066048,"little"
"prompting",3,0,36441,31244,3.71490645066048,"little"
"punk",3,0,36441,31244,3.71490645066048,"little"
"quality",3,0,36441,31244,3.71490645066048,"little"
"recreation",3,0,36441,31244,3.71490645066048,"little"
"resolution",3,0,36441,31244,3.71490645066048,"little"
"restriction",3,0,36441,31244,3.71490645066048,"little"
"review",3,0,36441,31244,3.71490645066048,"little"
"robin",3,0,36441,31244,3.71490645066048,"little"
"runnel",3,0,36441,31244,3.71490645066048,"little"
"salad",3,0,36441,31244,3.71490645066048,"little"
"savage",3,0,36441,31244,3.71490645066048,"little"
"scarf",3,0,36441,31244,3.71490645066048,"little"
"scribble",3,0,36441,31244,3.71490645066048,"little"
"shifting",3,0,36441,31244,3.71490645066048,"little"
"shoemaker",3,0,36441,31244,3.71490645066048,"little"
"shorts",3,0,36441,31244,3.71490645066048,"little"
"shove",3,0,36441,31244,3.71490645066048,"little"
"sightseeing",3,0,36441,31244,3.71490645066048,"little"
"skipping",3,0,36441,31244,3.71490645066048,"little"
"soda",3,0,36441,31244,3.71490645066048,"little"
"soil",3,0,36441,31244,3.71490645066048,"little"
"soldier",3,0,36441,31244,3.71490645066048,"little"
"spasm",3,0,36441,31244,3.71490645066048,"little"
"spell",3,0,36441,31244,3.71490645066048,"little"
"spitfire",3,0,36441,31244,3.71490645066048,"little"
"squiggle",3,0,36441,31244,3.71490645066048,"little"
"statement",3,0,36441,31244,3.71490645066048,"little"
"stinker",3,0,36441,31244,3.71490645066048,"little"
"straw",3,0,36441,31244,3.71490645066048,"little"
"strawberry",3,0,36441,31244,3.71490645066048,"little"
"striker",3,0,36441,31244,3.71490645066048,"little"
"stroll",3,0,36441,31244,3.71490645066048,"little"
"subtlety",3,0,36441,31244,3.71490645066048,"little"
"suggestion",3,0,36441,31244,3.71490645066048,"little"
"suspect",3,0,36441,31244,3.71490645066048,"little"
"suspicion",3,0,36441,31244,3.71490645066048,"little"
"sweetheart",3,0,36441,31244,3.71490645066048,"little"
"symphony",3,0,36441,31244,3.71490645066048,"little"
"tearoom",3,0,36441,31244,3.71490645066048,"little"
"teasing",3,0,36441,31244,3.71490645066048,"little"
"technique",3,0,36441,31244,3.71490645066048,"little"
"temptation",3,0,36441,31244,3.71490645066048,"little"
"tenderness",3,0,36441,31244,3.71490645066048,"little"
"theory",3,0,36441,31244,3.71490645066048,"little"
"thirst",3,0,36441,31244,3.71490645066048,"little"
"tinkering",3,0,36441,31244,3.71490645066048,"little"
"tinsy",3,0,36441,31244,3.71490645066048,"little"
"tough",3,0,36441,31244,3.71490645066048,"little"
"transport",3,0,36441,31244,3.71490645066048,"little"
"treatise",3,0,36441,31244,3.71490645066048,"little"
"trinket",3,0,36441,31244,3.71490645066048,"little"
"trousers",3,0,36441,31244,3.71490645066048,"little"
"twat",3,0,36441,31244,3.71490645066048,"little"
"twinkle",3,0,36441,31244,3.71490645066048,"little"
"unpleasantness",3,0,36441,31244,3.71490645066048,"little"
"valve",3,0,36441,31244,3.71490645066048,"little"
"verse",3,0,36441,31244,3.71490645066048,"little"
"violence",3,0,36441,31244,3.71490645066048,"little"
"vole",3,0,36441,31244,3.71490645066048,"little"
"walnut",3,0,36441,31244,3.71490645066048,"little"
"wart",3,0,36441,31244,3.71490645066048,"little"
"weakness",3,0,36441,31244,3.71490645066048,"little"
"welcome",3,0,36441,31244,3.71490645066048,"little"
"wench",3,0,36441,31244,3.71490645066048,"little"
"willingness",3,0,36441,31244,3.71490645066048,"little"
"winger",3,0,36441,31244,3.71490645066048,"little"
"wink",3,0,36441,31244,3.71490645066048,"little"
"wisp",3,0,36441,31244,3.71490645066048,"little"
"wittenham",3,0,36441,31244,3.71490645066048,"little"
"wriggle",3,0,36441,31244,3.71490645066048,"little"
"yellow",3,0,36441,31244,3.71490645066048,"little"
"pub",20,8,36424,31236,3.63293309944848,"little"
"one",188,130,36256,31114,3.60814702995679,"little"
"credit",18,7,36426,31237,3.46545616509374,"little"
"wave",18,7,36426,31237,3.46545616509374,"little"
"pleasure",23,10,36421,31234,3.45827159126551,"little"
"argument",6,1,36438,31243,3.23441550392414,"little"
"blip",6,1,36438,31243,3.23441550392414,"little"
"bum",6,1,36438,31243,3.23441550392414,"little"
"christmas",6,1,36438,31243,3.23441550392414,"little"
"comedy",6,1,36438,31243,3.23441550392414,"little"
"cushion",6,1,36438,31243,3.23441550392414,"little"
"fact",6,1,36438,31243,3.23441550392414,"little"
"hiccup",6,1,36438,31243,3.23441550392414,"little"
"low",6,1,36438,31243,3.23441550392414,"little"
"ritual",6,1,36438,31243,3.23441550392414,"little"
"rush",6,1,36438,31243,3.23441550392414,"little"
"terrier",6,1,36438,31243,3.23441550392414,"little"
"tip",6,1,36438,31243,3.23441550392414,"little"
"ventilation",6,1,36438,31243,3.23441550392414,"little"
"apple",14,5,36430,31239,3.16666201200871,"little"
"scrap",14,5,36430,31239,3.16666201200871,"little"
"break",11,3,36433,31241,3.7118722171382,"little"
"exchange",11,3,36433,31241,3.7118722171382,"little"
"human",11,3,36433,31241,3.7118722171382,"little"
"mark",11,3,36433,31241,3.7118722171382,"little"
"pin",11,3,36433,31241,3.7118722171382,"little"
"recognition",11,3,36433,31241,3.7118722171382,"little"
"café",12,4,36432,31240,3.04977908642482,"little"
"concrete",12,4,36432,31240,3.04977908642482,"little"
"experiment",12,4,36432,31240,3.04977908642482,"little"
"moan",12,4,36432,31240,3.04977908642482,"little"
"treat",12,4,36432,31240,3.04977908642482,"little"
"glue",8,2,36436,31242,2.99079779236917,"little"
"goblin",8,2,36436,31242,2.99079779236917,"little"
"kiss",8,2,36436,31242,2.99079779236917,"little"
"news",8,2,36436,31242,2.99079779236917,"little"
"tap",8,2,36436,31242,2.99079779236917,"little"
"twist",8,2,36436,31242,2.99079779236917,"little"
"bus",10,3,36434,31241,2.97635847833927,"little"
"drama",10,3,36434,31241,2.97635847833927,"little"
"run",10,3,36434,31241,2.97635847833927,"little"
"spurt",10,3,36434,31241,2.97635847833927,"little"
"truth",10,3,36434,31241,2.97635847833927,"little"
"noise",22,10,36422,31234,2.95526809883021,"little"
"list",17,7,36427,31237,2.90003324640083,"little"
"bow",31,16,36413,31228,2.84289873938756,"little"
"mind",15,6,36429,31238,2.72442933579201,"little"
"french",23,11,36421,31233,2.68309438491728,"little"
"abode",2,0,36442,31244,2.47657896726897,"little"
"accountability",2,0,36442,31244,2.47657896726897,"little"
"accuracy",2,0,36442,31244,2.47657896726897,"little"
"acquaintance",2,0,36442,31244,2.47657896726897,"little"
"add",2,0,36442,31244,2.47657896726897,"little"
"alga",2,0,36442,31244,2.47657896726897,"little"
"allie",2,0,36442,31244,2.47657896726897,"little"
"amar",2,0,36442,31244,2.47657896726897,"little"
"amulet",2,0,36442,31244,2.47657896726897,"little"
"anchorage",2,0,36442,31244,2.47657896726897,"little"
"announcement",2,0,36442,31244,2.47657896726897,"little"
"apology",2,0,36442,31244,2.47657896726897,"little"
"applause",2,0,36442,31244,2.47657896726897,"little"
"apprentice",2,0,36442,31244,2.47657896726897,"little"
"aptitude",2,0,36442,31244,2.47657896726897,"little"
"arbour",2,0,36442,31244,2.47657896726897,"little"
"aside",2,0,36442,31244,2.47657896726897,"little"
"attenuation",2,0,36442,31244,2.47657896726897,"little"
"auster",2,0,36442,31244,2.47657896726897,"little"
"avenue",2,0,36442,31244,2.47657896726897,"little"
"back-combing",2,0,36442,31244,2.47657896726897,"little"
"backing",2,0,36442,31244,2.47657896726897,"little"
"bamboo",2,0,36442,31244,2.47657896726897,"little"
"bark",2,0,36442,31244,2.47657896726897,"little"
"baroque",2,0,36442,31244,2.47657896726897,"little"
"beat",2,0,36442,31244,2.47657896726897,"little"
"beating",2,0,36442,31244,2.47657896726897,"little"
"behind",2,0,36442,31244,2.47657896726897,"little"
"being",2,0,36442,31244,2.47657896726897,"little"
"belly",2,0,36442,31244,2.47657896726897,"little"
"belter",2,0,36442,31244,2.47657896726897,"little"
"bimbo",2,0,36442,31244,2.47657896726897,"little"
"birch",2,0,36442,31244,2.47657896726897,"little"
"birdy",2,0,36442,31244,2.47657896726897,"little"
"birthday",2,0,36442,31244,2.47657896726897,"little"
"biscuity",2,0,36442,31244,2.47657896726897,"little"
"bittern",2,0,36442,31244,2.47657896726897,"little"
"blackmail",2,0,36442,31244,2.47657896726897,"little"
"blanket",2,0,36442,31244,2.47657896726897,"little"
"bloodshed",2,0,36442,31244,2.47657896726897,"little"
"blusher",2,0,36442,31244,2.47657896726897,"little"
"boating",2,0,36442,31244,2.47657896726897,"little"
"bobble",2,0,36442,31244,2.47657896726897,"little"
"braid",2,0,36442,31244,2.47657896726897,"little"
"bride",2,0,36442,31244,2.47657896726897,"little"
"brooch",2,0,36442,31244,2.47657896726897,"little"
"browny",2,0,36442,31244,2.47657896726897,"little"
"buddha",2,0,36442,31244,2.47657896726897,"little"
"bully",2,0,36442,31244,2.47657896726897,"little"
"bunting",2,0,36442,31244,2.47657896726897,"little"
"burner",2,0,36442,31244,2.47657896726897,"little"
"bustard",2,0,36442,31244,2.47657896726897,"little"
"buz",2,0,36442,31244,2.47657896726897,"little"
"by-blow",2,0,36442,31244,2.47657896726897,"little"
"camel",2,0,36442,31244,2.47657896726897,"little"
"cardigan",2,0,36442,31244,2.47657896726897,"little"
"cartoon",2,0,36442,31244,2.47657896726897,"little"
"castaway",2,0,36442,31244,2.47657896726897,"little"
"cayenne",2,0,36442,31244,2.47657896726897,"little"
"chaffinch",2,0,36442,31244,2.47657896726897,"little"
"chappie",2,0,36442,31244,2.47657896726897,"little"
"charade",2,0,36442,31244,2.47657896726897,"little"
"charisma",2,0,36442,31244,2.47657896726897,"little"
"checking",2,0,36442,31244,2.47657896726897,"little"
"chela",2,0,36442,31244,2.47657896726897,"little"
"chevette",2,0,36442,31244,2.47657896726897,"little"
"childcare",2,0,36442,31244,2.47657896726897,"little"
"chilli",2,0,36442,31244,2.47657896726897,"little"
"chinaman",2,0,36442,31244,2.47657896726897,"little"
"choke",2,0,36442,31244,2.47657896726897,"little"
"christina",2,0,36442,31244,2.47657896726897,"little"
"cinder",2,0,36442,31244,2.47657896726897,"little"
"cinnamon",2,0,36442,31244,2.47657896726897,"little"
"clarity",2,0,36442,31244,2.47657896726897,"little"
"clash",2,0,36442,31244,2.47657896726897,"little"
"cleaner",2,0,36442,31244,2.47657896726897,"little"
"cliff-hanger",2,0,36442,31244,2.47657896726897,"little"
"cloak",2,0,36442,31244,2.47657896726897,"little"
"cloakroom",2,0,36442,31244,2.47657896726897,"little"
"coaxing",2,0,36442,31244,2.47657896726897,"little"
"cockney",2,0,36442,31244,2.47657896726897,"little"
"cocoon",2,0,36442,31244,2.47657896726897,"little"
"code",2,0,36442,31244,2.47657896726897,"little"
"cohesiveness",2,0,36442,31244,2.47657896726897,"little"
"comedian",2,0,36442,31244,2.47657896726897,"little"
"commentary",2,0,36442,31244,2.47657896726897,"little"
"consistency",2,0,36442,31244,2.47657896726897,"little"
"consternation",2,0,36442,31244,2.47657896726897,"little"
"cookie",2,0,36442,31244,2.47657896726897,"little"
"coral",2,0,36442,31244,2.47657896726897,"little"
"correspondence",2,0,36442,31244,2.47657896726897,"little"
"coward",2,0,36442,31244,2.47657896726897,"little"
"cranny",2,0,36442,31244,2.47657896726897,"little"
"creativity",2,0,36442,31244,2.47657896726897,"little"
"creche",2,0,36442,31244,2.47657896726897,"little"
"creeper",2,0,36442,31244,2.47657896726897,"little"
"crib",2,0,36442,31244,2.47657896726897,"little"
"crisp",2,0,36442,31244,2.47657896726897,"little"
"crook",2,0,36442,31244,2.47657896726897,"little"
"crossroads",2,0,36442,31244,2.47657896726897,"little"
"crow",2,0,36442,31244,2.47657896726897,"little"
"curiosity",2,0,36442,31244,2.47657896726897,"little"
"curling",2,0,36442,31244,2.47657896726897,"little"
"dad",2,0,36442,31244,2.47657896726897,"little"
"daddy",2,0,36442,31244,2.47657896726897,"little"
"damp",2,0,36442,31244,2.47657896726897,"little"
"deadline",2,0,36442,31244,2.47657896726897,"little"
"deed",2,0,36442,31244,2.47657896726897,"little"
"defence",2,0,36442,31244,2.47657896726897,"little"
"democrat",2,0,36442,31244,2.47657896726897,"little"
"determination",2,0,36442,31244,2.47657896726897,"little"
"discontent",2,0,36442,31244,2.47657896726897,"little"
"disease",2,0,36442,31244,2.47657896726897,"little"
"distraction",2,0,36442,31244,2.47657896726897,"little"
"distress",2,0,36442,31244,2.47657896726897,"little"
"dodge",2,0,36442,31244,2.47657896726897,"little"
"doggie",2,0,36442,31244,2.47657896726897,"little"
"dole",2,0,36442,31244,2.47657896726897,"little"
"dollop",2,0,36442,31244,2.47657896726897,"little"
"donna",2,0,36442,31244,2.47657896726897,"little"
"doohickey",2,0,36442,31244,2.47657896726897,"little"
"dribble",2,0,36442,31244,2.47657896726897,"little"
"dummy",2,0,36442,31244,2.47657896726897,"little"
"dyke",2,0,36442,31244,2.47657896726897,"little"
"ease",2,0,36442,31244,2.47657896726897,"little"
"easton",2,0,36442,31244,2.47657896726897,"little"
"election",2,0,36442,31244,2.47657896726897,"little"
"elm",2,0,36442,31244,2.47657896726897,"little"
